Tanggal Penjualan;Nama Customer;Usia;Gender;Pekerjaan;Event;Nama Produk;Kategori Produk;Jumlah;Satuan;Merk;Harga Produk;Total Harga
23-Jan-25;Gunawan;39;Laki-laki;Pekerja Pabrik;Weekday;Sikat;Peralatan Dapur;1;Pcs;dato;20000;20000
23-Jan-25;Cahyono;42;Laki-laki;Karyawan Swasta;Weekday;Steker;Elektronik;2;Pcs;Visalux;4000;8000
23-Jan-25;Teguh;45;Laki-laki;Pekerja Pabrik;Weekday;Seal Tape;Perlengkapan Rumah;1;Pcs;Dcota;4000;4000
23-Jan-25;Rudi;22;Laki-laki;Pelajar/Mahasiswa;Weekday;Mancis;Peralatan Dapur;1;Pcs;ICO Lighter;15000;15000
23-Jan-25;Adit;37;Laki-laki;Karyawan Swasta;Weekday;Toples;Peralatan Dapur;1;Pcs;Tidak Ada Merk;4000;160000
23-Jan-25;Yulianto;21;Laki-laki;Pelajar/Mahasiswa;Weekday;Sapu;Peralatan Dapur;1;Pcs;Tidak Ada Merk;15000;15000
23-Jan-25;Arif;36;Laki-laki;Pengusaha;Weekday;Tanah Campur;Perlengkapan Rumah;2;Goni;Tidak Ada Merk;17000;34000
23-Jan-25;Samsul;27;Laki-laki;Pegawai Kantor;Weekday;Polybag;Perlengkapan Rumah;1;Kg;Tidak Ada Merk;25000;12500
24-Jan-25;Yanti;30;Perempuan;Ibu Rumah Tangga;Weekday;Baskom ;Peralatan Dapur;2;Pcs;GM;20.000;40.000
24-Jan-25;Citra;30;Perempuan;Ibu Rumah Tangga;Weekday;Baskom ;Peralatan Dapur;2;Pcs;GM;20.000;40.000
24-Jan-25;Joko;37;Laki-laki;Karyawan Swasta;Weekday;Baskom ;Peralatan Dapur;1;Pcs;Lion Star;35.000;35.000
24-Jan-25;Reni;30;Perempuan;Ibu Rumah Tangga;Weekday;Panci ;Peralatan Dapur;1;Pcs;Muliya;30.000;30.000
24-Jan-25;Ridwan;40;Laki-laki;Karyawan Swasta;Weekday;Garpu;Peralatan Dapur;4;Lusin;HS;10.000;40.000
24-Jan-25;Adit;37;Laki-laki;Karyawan Swasta;Weekday;Gas Portable;Peralatan Dapur;1;Pcs;Wonder Fuel;20.000;20.000
24-Jan-25;Samsul;37;Laki-laki;Karyawan Swasta;Weekday;Pisau;Peralatan Dapur;2;Pcs;Troy;20.000;40.000
24-Jan-25;Reni;20;Perempuan;Pelajar/Mahasiswa;Weekday;Sapu ;Perlengkapan Rumah;1;Pcs;Tidak Ada Merk;13.000;13.000
24-Jan-25;Ridwan;32;Laki-laki;Teknisi;Weekday;Plug;Elektronik;2;Pcs;Visalux;20.000;40.000
24-Jan-25;Dani;42;Laki-laki;Pekerja Pabrik;Weekday;Sikat ;Perlengkapan Rumah;5;Pcs;Tidak Ada Merk;10.000;50.000
24-Jan-25;Eko;35;Laki-laki;Karyawan Swasta;Weekday;Sapu ;Peralatan Dapur;1;Pcs;Nagata;35.000;35.000
24-Jan-25;Wulan;27;Perempuan;Pegawai Kantor;Weekday;Socket ;Elektronik;1;Pcs;Visalux;20.000;20.000
24-Jan-25;Surya;42;Laki-laki;Karyawan Swasta;Weekday;Sendok ;Peralatan Dapur;2;Lusin;HS;10.000;20.000
24-Jan-25;Samsul;37;Laki-laki;Karyawan Swasta;Weekday;Serbet ;Peralatan Dapur;1;Pcs;Aneka Produksi;15.000;15.000
24-Jan-25;Rina;31;Perempuan;Ibu Rumah Tangga;Weekday;Spon;Peralatan Dapur;3;Goni;Susemi;7.000;21.000
24-Jan-25;Maya;30;Perempuan;Pegawai Kantor;Weekday;Stop Kontak ;Elektronik;1;Pcs;Visalux;20.000;20.000
24-Jan-25;Reni;30;Perempuan;Supir/Ojek Online;Weekday;Jas Hujan;Perlengkapan Rumah;1;Pcs;Tidak Ada Merk;13000;13000
24-Jan-25;Fitri;22;Perempuan;Pelajar/Mahasiswa;Weekday;Sendok;Peralatan Dapur;2;Lsn;HS;10000;20000
24-Jan-25;Melati;35;Perempuan;Pegawai Kantor;Weekday;Steker;Elektronik;1;Pcs;Visalux;18000;18000
24-Jan-25;Dina;40;Perempuan;Pekerja Pabrik;Weekday;Steker ;Elektronik;1;Pcs;Visalux;17000;17000
24-Jan-25;Siti;32;Perempuan;Ibu Rumah Tangga;Weekday;Serbet;Peralatan Dapur;1;Pcs;Aneka Produksi;6000;6000
24-Jan-25;Lina;31;Perempuan;Supir/Ojek Online;Weekday;Garpu;Peralatan Dapur;2;Lsn;HS;10000;20000
24-Jan-25;Sari;20;Perempuan;Pelajar/Mahasiswa;Weekday;Pisau;Peralatan Dapur;2;Pcs;Troy;7000;14000
24-Jan-25;Yulia;40;Perempuan;Ibu Rumah Tangga;Weekday;Panci;Peralatan Dapur;1;Pcs;Muliya;58000;58000
24-Jan-25;Wulan;19;Perempuan;Pelajar/Mahasiswa;Weekday;Spon;Peralatan Dapur;1;Pcs;Susemi;7000;7000
24-Jan-25;Maya;39;Perempuan;Ibu Rumah Tangga;Weekday;Steker;Elektronik;1;Pcs;Visalux;18000;18000
24-Jan-25;Ayu;41;Perempuan;Pekerja Pabrik;Weekday;Baskom;Peralatan Dapur;2;Pcs;GM;20000;40000
24-Jan-25;Indah;39;Perempuan;Pekerja Pabrik;Weekday;Baskom;Peralatan Dapur;1;Pcs;Lion Star;17000;17000
03-Feb-25;Siti;22;Perempuan;Pelajar/Mahasiswa;Weekday;Celengan ;Souvenir;3;Pcs;Tidak Ada Merk;5.000;15.000
03-Feb-25;Reyhan;41;Laki-laki;Pekerja Pabrik;Weekday;Celengan;Souvenir;12;Pcs;Tidak Ada Merk;5.000;60.000
03-Feb-25;Dewi;45;Perempuan;Ibu Rumah Tangga;Weekday;Ember ;Peralatan Dapur;1;Pcs;GM;50.000;50.000
03-Feb-25;Budi;45;Laki-laki;Pekerja Pabrik;Weekday;Celengan ;Souvenir;12;Pcs;Tidak Ada Merk;5.000;60.000
03-Feb-25;Desi;37;Perempuan;Ibu Rumah Tangga;Weekday;Panci;Peralatan Dapur;1;Pcs;Muliya;30.000;30.000
03-Feb-25;Indah;47;Perempuan;Ibu Rumah Tangga;Weekday;Panci ;Peralatan Dapur;1;Pcs;Muliya;30.000;30.000
03-Feb-25;Heri;34;Laki-laki;Karyawan Swasta;Weekday;Keranjang Sampah;Peralatan Dapur;2;Pcs;GM;25.000;50.000
03-Feb-25;Nina;40;Perempuan;Ibu Rumah Tangga;Weekday;Sapu;Peralatan Dapur;1;Pcs;Nagata;45.000;45.000
03-Feb-25;Yusuf;37;Laki-laki;Karyawan Swasta;Weekday;Pisau ;Peralatan Dapur;2;Pcs;Dong Fang;15.000;30.000
03-Feb-25;Bayu;43;Laki-laki;Pekerja Pabrik;Weekday;Pot;Perlengkapan Rumah;2;Pcs;GM;25.000;50.000
03-Feb-25;Irfan;42;Laki-laki;Pekerja Pabrik;Weekday;Pot ;Perlengkapan Rumah;2;Goni;Mio;25.000;50.000
03-Feb-25;Samsul;40;Laki-laki;Pekerja Pabrik;Weekday;Sekam;Perlengkapan Rumah;12;Pcs;Tidak Ada Merk;10.000;120.000
03-Feb-25;Samsul;40;Laki-laki;Pekerja Pabrik;Weekday;Tanah Campur;Perlengkapan Rumah;4;Pcs;Tidak Ada Merk;20.000;80.000
03-Feb-25;Eko;45;Laki-laki;Pekerja Pabrik;Weekday;Taplak Meja ;Perlengkapan Rumah;3;Pcs;Tidak Ada Merk;30.000;90.000
03-Feb-25;Fajar;35;Laki-laki;Karyawan Swasta;Weekday;Tampi ;Peralatan Dapur;2;Pcs;Manau;15.000;30.000
03-Feb-25;Desi;24;Perempuan;Pegawai Kantor;Weekday;Stop Kontak ;Elektronik;1;Pcs;Visalux;20.000;20.000
03-Feb-25;Dinda;18;Perempuan;Pelajar/Mahasiswa;Weekday;Tas;Perlengkapan Rumah;1;Lusin;Tidak Ada Merk;25.000;25.000
